,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level
7380,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Corporate,Offer1,Call Center,Luxury SUV,Medsize,3
7381,Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,3
7382,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Call Center,Two-Door Car,Medsize,2
7383,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Offer4,Call Center,Sports Car,Medsize,3
7384,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
7385,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
7386,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate,Offer3,Agent,Four-Door Car,Medsize,3
7387,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer4,Call Center,Luxury Car,Medsize,3
7388,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,2
7389,Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate,Offer2,Call Center,Four-Door Car,Small,3
7390,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer3,Agent,SUV,Medsize,3
7391,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Small,2
7392,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Call Center,SUV,Small,2
7393,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate,Offer1,Agent,Two-Door Car,Small,3
7394,California,No,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,1
7395,Arizona,No,Extended,Doctor,Employed,M,Rural,Single,Personal,Offer1,Agent,Sports Car,Medsize,1
7396,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal,Offer4,Agent,SUV,Small,2
7397,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,2
7398,Washington,Yes,Extended,College,Employed,F,Rural,Married,Personal,Offer2,Call Center,Two-Door Car,Small,1
7399,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer2,Branch,Four-Door Car,Medsize,1
7400,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer4,Branch,Two-Door Car,Large,3
7401,Oregon,No,Basic,Doctor,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,3
7402,Nevada,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Special,Offer2,Agent,SUV,Small,2
7403,California,No,Extended,College,Employed,M,Rural,Divorced,Special,Offer3,Web,Four-Door Car,Medsize,1
7404,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,2
7405,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal,Offer1,Branch,Luxury Car,Small,2
7406,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,2
7407,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,2
7408,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Offer4,Branch,Two-Door Car,Medsize,1
7409,California,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,1
7410,Washington,No,Extended,College,Employed,F,Rural,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,2
7411,California,No,Basic,Master,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
7412,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,3
7413,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,1
7414,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer1,Branch,Two-Door Car,Medsize,2
7415,Washington,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Medsize,2
7416,California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Sports Car,Medsize,2
7417,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Small,2
7418,California,No,Extended,College,Employed,F,Rural,Divorced,Personal,Offer4,Agent,Four-Door Car,Medsize,3
7419,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal,Offer1,Web,SUV,Medsize,1
7420,Washington,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
7421,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Small,3
7422,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal,Offer4,Call Center,Four-Door Car,Small,1
7423,Oregon,Yes,Extended,College,Employed,M,Urban,Divorced,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
7424,Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Personal,Offer2,Agent,SUV,Medsize,3
7425,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal,Offer1,Branch,SUV,Small,3
7426,California,No,Premium,College,Disabled,M,Suburban,Divorced,Personal,Offer4,Agent,SUV,Small,3
7427,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer3,Call Center,Four-Door Car,Medsize,2
7428,California,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal,Offer1,Branch,Sports Car,Large,2
7429,Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal,Offer1,Web,Four-Door Car,Small,3
7430,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,3
7431,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Offer1,Branch,Luxury SUV,Medsize,3
7432,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate,Offer4,Call Center,Four-Door Car,Small,3
7433,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer2,Agent,Sports Car,Medsize,3
7434,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate,Offer2,Agent,SUV,Medsize,1
7435,California,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate,Offer1,Call Center,SUV,Small,2
7436,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,3
7437,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate,Offer3,Call Center,SUV,Small,3
7438,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer3,Agent,Sports Car,Medsize,1
7439,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
7440,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,3
7441,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,2
7442,California,No,Premium,College,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
7443,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal,Offer1,Web,Two-Door Car,Medsize,2
7444,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer4,Branch,Two-Door Car,Small,2
7445,Arizona,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Special,Offer1,Call Center,SUV,Medsize,3
7446,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,3
7447,California,Yes,Basic,College,Retired,M,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,2
7448,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer3,Branch,Four-Door Car,Large,3
7449,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Offer3,Branch,SUV,Medsize,3
7450,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Offer3,Agent,Luxury SUV,Medsize,3
7451,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer2,Web,SUV,Medsize,3
7452,California,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal,Offer2,Web,Four-Door Car,Large,3
7453,California,No,Basic,College,Employed,M,Urban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,3
7454,Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Large,3
7455,Oregon,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Special,Offer2,Agent,Luxury Car,Medsize,3
7456,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,Offer2,Agent,Four-Door Car,Medsize,2
7457,Washington,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer1,Branch,Luxury Car,Medsize,3
7458,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer1,Call Center,Two-Door Car,Large,2
7459,Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal,Offer2,Branch,Sports Car,Medsize,2
7460,Washington,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate,Offer1,Call Center,Four-Door Car,Medsize,3
7461,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer4,Call Center,Two-Door Car,Medsize,2
7462,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal,Offer1,Branch,Sports Car,Large,3
7463,Washington,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,3
7464,California,No,Basic,College,Employed,F,Rural,Single,Personal,Offer4,Branch,Four-Door Car,Medsize,2
7465,Oregon,No,Basic,High School or Below,Unemployed,M,Urban,Married,Personal,Offer3,Branch,Two-Door Car,Medsize,3
7466,Washington,No,Extended,Bachelor,Retired,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
7467,Nevada,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,3
7468,Oregon,No,Extended,Master,Employed,M,Urban,Single,Special,Offer4,Branch,Two-Door Car,Medsize,1
7469,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,Offer4,Agent,SUV,Small,2
7470,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Corporate,Offer2,Web,Four-Door Car,Medsize,3
7471,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
7472,California,No,Extended,Doctor,Employed,F,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Small,3
7473,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,1
7474,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,3
7475,California,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Corporate,Offer1,Web,Two-Door Car,Small,3
7476,California,No,Extended,Bachelor,Employed,M,Urban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
7477,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Large,1
7478,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,3
7479,Arizona,No,Basic,College,Employed,M,Urban,Married,Corporate,Offer2,Call Center,Four-Door Car,Medsize,3
7480,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate,Offer1,Agent,Sports Car,Large,3
7481,Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,2
7482,California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer2,Web,SUV,Medsize,3
7483,Arizona,No,Basic,College,Unemployed,M,Suburban,Divorced,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
7484,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer3,Call Center,Two-Door Car,Medsize,3
7485,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
7486,Oregon,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Special,Offer2,Agent,Four-Door Car,Medsize,3
7487,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Small,1
7488,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
7489,California,No,Basic,College,Disabled,F,Suburban,Divorced,Personal,Offer2,Call Center,Sports Car,Medsize,2
7490,Washington,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Small,2
7491,Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate,Offer2,Call Center,Two-Door Car,Medsize,3
7492,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,3
7493,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,2
7494,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate,Offer3,Call Center,Two-Door Car,Medsize,1
7495,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Branch,Sports Car,Medsize,3
7496,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,1
7497,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Corporate,Offer1,Agent,Two-Door Car,Medsize,2
7498,Washington,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate,Offer1,Call Center,SUV,Medsize,3
7499,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,SUV,Medsize,3
7500,Washington,No,Extended,College,Employed,F,Urban,Married,Corporate,Offer1,Call Center,Two-Door Car,Small,2
7501,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate,Offer1,Web,Two-Door Car,Medsize,3
7502,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,3
7503,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Small,3
7504,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal,Offer1,Agent,SUV,Small,3
7505,California,No,Basic,Master,Unemployed,M,Suburban,Married,Corporate,Offer3,Branch,Sports Car,Medsize,2
7506,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Large,3
7507,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,Offer1,Agent,Sports Car,Medsize,2
7508,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer1,Call Center,Four-Door Car,Medsize,2
7509,California,No,Extended,Doctor,Employed,M,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,3
7510,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer1,Branch,Sports Car,Small,3
7511,Washington,No,Extended,College,Employed,F,Suburban,Married,Special,Offer2,Agent,Four-Door Car,Medsize,1
7512,Nevada,No,Basic,Master,Employed,M,Rural,Single,Personal,Offer4,Agent,SUV,Medsize,1
7513,Oregon,Yes,Basic,Bachelor,Employed,F,Rural,Single,Personal,Offer2,Web,Four-Door Car,Medsize,2
7514,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer1,Web,SUV,Medsize,2
7515,Arizona,No,Basic,College,Disabled,M,Suburban,Single,Personal,Offer2,Agent,SUV,Small,2
7516,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,1
7517,Washington,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate,Offer2,Agent,Two-Door Car,Small,3
7518,California,Yes,Extended,College,Employed,M,Rural,Married,Corporate,Offer2,Agent,Sports Car,Medsize,2
7519,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,1
7520,California,Yes,Extended,College,Retired,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,3
7521,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal,Offer2,Call Center,Four-Door Car,Small,3
7522,Nevada,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Offer2,Agent,SUV,Medsize,2
7523,Oregon,No,Premium,Master,Unemployed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
7524,Arizona,Yes,Basic,College,Employed,M,Suburban,Divorced,Corporate,Offer1,Agent,Two-Door Car,Medsize,2
7525,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal,Offer3,Call Center,Four-Door Car,Medsize,2
7526,Arizona,No,Basic,Master,Unemployed,M,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Small,1
7527,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer3,Agent,Luxury SUV,Medsize,2
7528,Arizona,No,Basic,Master,Employed,F,Rural,Single,Corporate,Offer1,Call Center,Two-Door Car,Medsize,2
7529,California,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,3
7530,Washington,No,Extended,College,Employed,F,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
7531,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
7532,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Offer3,Call Center,Two-Door Car,Medsize,2
7533,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate,Offer3,Branch,Two-Door Car,Medsize,2
7534,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal,Offer3,Call Center,Four-Door Car,Small,3
7535,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Call Center,Four-Door Car,Small,3
7536,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,Offer4,Agent,Four-Door Car,Medsize,3
7537,Oregon,No,Basic,Bachelor,Employed,F,Urban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
7538,Nevada,No,Extended,College,Employed,M,Urban,Single,Personal,Offer2,Web,Four-Door Car,Medsize,3
7539,Washington,No,Basic,Master,Employed,M,Rural,Single,Personal,Offer1,Call Center,Four-Door Car,Large,2
7540,Arizona,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
7541,California,Yes,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,3
7542,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Corporate,Offer2,Web,Four-Door Car,Medsize,3
7543,Oregon,Yes,Basic,Master,Employed,F,Rural,Married,Personal,Offer2,Web,Four-Door Car,Large,2
7544,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Offer1,Agent,SUV,Medsize,3
7545,Oregon,No,Basic,Bachelor,Medical Leave,F,Rural,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,2
7546,Arizona,Yes,Basic,College,Employed,M,Urban,Married,Corporate,Offer2,Agent,Sports Car,Medsize,3
7547,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer1,Agent,SUV,Small,3
7548,California,No,Basic,College,Employed,M,Urban,Single,Corporate,Offer2,Agent,Four-Door Car,Medsize,2
7549,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,3
7550,Arizona,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Corporate,Offer2,Agent,SUV,Small,3
7551,Oregon,No,Premium,College,Employed,F,Urban,Married,Personal,Offer1,Call Center,SUV,Medsize,3
7552,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Branch,Sports Car,Medsize,3
7553,Arizona,No,Basic,Bachelor,Employed,M,Rural,Divorced,Corporate,Offer1,Branch,Four-Door Car,Medsize,1
7554,Arizona,Yes,Extended,Master,Employed,F,Rural,Married,Personal,Offer1,Branch,Four-Door Car,Large,2
7555,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Corporate,Offer2,Call Center,Four-Door Car,Small,3
7556,Oregon,No,Premium,College,Employed,F,Suburban,Married,Personal,Offer2,Branch,SUV,Medsize,3
7557,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Web,Four-Door Car,Medsize,3
7558,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Large,2
7559,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,Offer4,Branch,Two-Door Car,Small,3
7560,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal,Offer3,Branch,Two-Door Car,Medsize,2
7561,California,No,Extended,Doctor,Employed,F,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Small,3
7562,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate,Offer3,Agent,Four-Door Car,Small,2
7563,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Large,3
7564,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
7565,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,2
7566,California,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,3
7567,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal,Offer3,Agent,SUV,Medsize,3
7568,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Small,1
7569,Oregon,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
7570,Nevada,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
7571,California,No,Basic,College,Employed,M,Urban,Married,Personal,Offer4,Call Center,Two-Door Car,Medsize,3
7572,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,SUV,Small,3
7573,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Offer3,Call Center,Four-Door Car,Large,3
7574,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
7575,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,2
7576,Oregon,No,Extended,College,Employed,M,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,2
7577,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Large,3
7578,Oregon,No,Basic,Doctor,Employed,F,Rural,Single,Personal,Offer1,Call Center,Four-Door Car,Small,1
7579,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,1
7580,Nevada,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal,Offer4,Branch,Luxury SUV,Medsize,3
7581,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer4,Agent,Four-Door Car,Medsize,2
7582,California,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal,Offer1,Call Center,Four-Door Car,Medsize,3
7583,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
7584,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Special,Offer3,Web,Four-Door Car,Small,1
7585,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate,Offer1,Agent,SUV,Medsize,1
7586,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer2,Web,Four-Door Car,Small,3
7587,California,No,Premium,College,Medical Leave,M,Suburban,Married,Special,Offer1,Agent,Four-Door Car,Small,2
7588,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate,Offer4,Call Center,Four-Door Car,Medsize,2
7589,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,3
7590,Nevada,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer2,Branch,Sports Car,Medsize,2
7591,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal,Offer3,Agent,Sports Car,Small,1
7592,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal,Offer3,Agent,Four-Door Car,Small,3
7593,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,2
7594,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate,Offer3,Call Center,Four-Door Car,Medsize,3
7595,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal,Offer3,Branch,Luxury Car,Small,3
7596,Oregon,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,3
7597,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Small,2
7598,California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate,Offer2,Web,Four-Door Car,Medsize,3
7599,California,No,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Small,3
7600,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal,Offer1,Branch,Sports Car,Medsize,3
7601,Washington,No,Premium,Master,Employed,M,Suburban,Divorced,Corporate,Offer3,Web,Four-Door Car,Small,1
7602,California,Yes,Basic,College,Employed,M,Suburban,Married,Personal,Offer2,Branch,SUV,Small,3
7603,California,No,Premium,College,Employed,M,Urban,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,1
7604,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Offer1,Agent,Two-Door Car,Medsize,3
7605,California,No,Premium,College,Unemployed,F,Urban,Divorced,Personal,Offer1,Web,Four-Door Car,Large,2
7606,Oregon,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal,Offer1,Branch,Two-Door Car,Large,3
7607,Nevada,Yes,Basic,College,Employed,F,Rural,Married,Corporate,Offer2,Branch,SUV,Large,3
7608,Oregon,No,Basic,Doctor,Employed,M,Urban,Single,Personal,Offer4,Branch,Two-Door Car,Medsize,3
7609,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate,Offer4,Web,Two-Door Car,Medsize,2
7610,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate,Offer3,Agent,SUV,Medsize,3
7611,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
7612,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,3
7613,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer1,Agent,SUV,Medsize,3
7614,California,No,Extended,College,Medical Leave,M,Suburban,Married,Special,Offer1,Branch,Two-Door Car,Large,1
